Screen title @ Exact,ID,Region,Release date,Developer,Publisher,Tags,MAME filename,MD5,SHA1,SHA256,SHA512
Prehistoric Isle in 1930,genshitou1930,World,1989,SNK,SNK,#input:joystick>8:buttons>2 #players:2:coop #genre:shmup>h #arcadeboard:snk #lang:en #mameparent,prehisle.zip,467d4a217a8acf525de55bbc157c0321,73ca74ece6243b7c089db475a5420d3930e5c960,0ba13fa0e4e804771ae5f49bb88b0f964792e8ad8cb7900afd228c3ad0625e1e,b47d0a0458d744da1333deb10687440487950878cf1fe69d1dc45aa38a3e88855f15efeb4c90bab6acd5350aa84ee6524d9d410d42aa40cb80dd68b4d397ed6c
Prehistoric Isle in 1930,genshitou1930,World,1989,SNK,SNK,#input:joystick>8:buttons>2 #players:2:coop #genre:shmup>h #arcadeboard:snk #lang:en #unlicensed:bootleg,prehisleb.zip|prehisle.zip,467d4a217a8acf525de55bbc157c0321,73ca74ece6243b7c089db475a5420d3930e5c960,0ba13fa0e4e804771ae5f49bb88b0f964792e8ad8cb7900afd228c3ad0625e1e,b47d0a0458d744da1333deb10687440487950878cf1fe69d1dc45aa38a3e88855f15efeb4c90bab6acd5350aa84ee6524d9d410d42aa40cb80dd68b4d397ed6c
Wonsido 1930's@原始島 1930's,genshitou1930,South Korea,1989,SNK,SNK,#input:joystick>8:buttons>2 #players:2:coop #genre:shmup>h #arcadeboard:snk #lang:ko,prehislek.zip|prehisle.zip,467d4a217a8acf525de55bbc157c0321,73ca74ece6243b7c089db475a5420d3930e5c960,0ba13fa0e4e804771ae5f49bb88b0f964792e8ad8cb7900afd228c3ad0625e1e,b47d0a0458d744da1333deb10687440487950878cf1fe69d1dc45aa38a3e88855f15efeb4c90bab6acd5350aa84ee6524d9d410d42aa40cb80dd68b4d397ed6c
Ghost Pilots,ghostpilots,World,1991-01-25,SNK,SNK,#input:joystick>8:buttons>2 #players:2:coop #genre:shmup>v #arcadeboard:snk>mvs #lang:en #mameparent,gpilots.zip,6797fc5f08dda44b9c5386a8a8fea673,465869cfd5f87a75a4590b852f4e2579b0913e7b,958e9041efaa9f2cd429dc1cdaa0ed472074783f413ccaf2f9073231b53e9aeb,33129eb5e435f674cfddf7409a7a24b4dc935bbb5d3bbc86d86dabdb5d5d2c88b2bdf3d612d858104cc0e79646ab2e74b9a571b97643651adfb7718751377d35
Ghost Pilots,ghostpilots,World,,SNK,SNK,#input:joystick>8:buttons>2 #players:2:coop #genre:shmup>v #arcadeboard:snk>mvs #lang:en #unfinished:proto,gpilotsp.zip|gpilots.zip,6797fc5f08dda44b9c5386a8a8fea673,465869cfd5f87a75a4590b852f4e2579b0913e7b,958e9041efaa9f2cd429dc1cdaa0ed472074783f413ccaf2f9073231b53e9aeb,33129eb5e435f674cfddf7409a7a24b4dc935bbb5d3bbc86d86dabdb5d5d2c88b2bdf3d612d858104cc0e79646ab2e74b9a571b97643651adfb7718751377d35
Ghostlop@Data East's Ghostlop,ghostlop,World,,Data East,Data East,#input:joystick>8:buttons>2 #players:2:coop #genre:puzzle>drop #arcadeboard:snk>mvs #lang:ja:en #unfinished:proto #mameparent,ghostlop.zip,97a1304835464b8bb676c8b80f70f3cd,0f9074dd004f02385fca2d30139bfd049039efde,823c5a3813dd778ab458b3d1a40d00dc3a1e390598c38bea3e1368c1c59f1d79,751645d3c69c459ffe227fb6d6a6f9ec90c932589f6039d3e44bff9eae0e8ca1feec2ae3bfaddae9c554ef96c8337af8b1e3b0a391c9146f9b6651498d06690a
Gladiator 1984,gladiator1984,World,1984,SNK,SNK,#input:joystick>8:buttons>2 #players:2:alt #genre:racing>combat #arcadeboard:snk #lang:en #mameparent,sgladiat.zip,5b88de7610dd8f44d3f61923ac9a2b3d,3e7eb53e936df89d1e7ab698296c5117365ee142,40a2edbe0274d3d567c0aa325f11dbd07f5e586f3389653239ac4d2de8e250ac,bee5c0d57b3baa040db4a650d03f7dad1e755b6065d41f3da53db12b6e115989cf7c1f557837b10abaebd6314fbac4ab923391b5ed051dad0500e52e54ad1062
Goal! Goal! Goal!,goalgoalgoal,World,1995,Visco,Visco,#input:joystick>8:buttons>3 #players:2:vs #genre:sports>soccer #arcadeboard:snk>mvs #lang:ja:en #mameparent,goalx3.zip,b079f33dd7ad94fdacc3cf3a1e8ba5ba,0cecb3edb97d04acd468397ccd734f7874851e31,7f524e37d27d0ab0b4bb4aed0e1fb96adc09e3977200540fb2c6ec6eeece7828,4fa4a10797152bdcba0c1e51b112a4fdd0e800171893f1670674475b52603978069e513d2a777e3efa3e1fde72eb653f5afe038f33d62456e6ce348ec611a1ff
Gold Medalist,goldmedalist,World,1988,Alpha Denshi,SNK,#input:buttons>3 #players:4:vs #genre:sports>decathlon #arcadeboard:snk #lang:en #mameparent,goldmedl.zip,048486ffa5f037eda8ada047468a0566,96f4030be5282f33ef6838ff79c80fe92243ffdf,2c9c95774131819b689ec39d3a45d24c105a674f38e46f5bc2b3a0192e5c9244,ace88383d1753e3711a86c2313558fe7c9af3299989b977551aa22463a654bf2684aa8f9c951d0118fe1c217344bd3ec4642b27ddf9ae96a4f00c3de689f12c6
Guevara,guevara,Japan,1987,SNK,SNK,#input:joystick>rotary>8:buttons>2 #players:2:coop #search:tate>ccw #genre:action>runandgun #arcadeboard:snk #lang:ja,gwarj.zip|gwar.zip,07cf4007c81594ba3e8e8015aa5763bc,70c78947b57e6bb8a1321a31bfdd70249c6248c1,5f4f1152c9e89c449b6ea92dba5cb161027b193d5ae13a3f52745d3208cf1899,61893e20f30c18fb28bd04e85010018a9746f27bde5a6be6c50107d33d6440d93848f01881e5fbc781cd7971a731414f1df382e5d36a5d3e96047da34d1c3f6e
Guerrilla War,guevara,USA,1987,SNK,SNK,#input:joystick>rotary>8:buttons>2 #players:2:coop #search:tate>ccw #genre:action>runandgun #arcadeboard:snk #lang:en #mameparent,gwar.zip,07cf4007c81594ba3e8e8015aa5763bc,70c78947b57e6bb8a1321a31bfdd70249c6248c1,5f4f1152c9e89c449b6ea92dba5cb161027b193d5ae13a3f52745d3208cf1899,61893e20f30c18fb28bd04e85010018a9746f27bde5a6be6c50107d33d6440d93848f01881e5fbc781cd7971a731414f1df382e5d36a5d3e96047da34d1c3f6e
Guerrilla War,guevara,World,1987,SNK,SNK,#input:joystick>rotary>8:buttons>2 #players:2:coop #search:tate>ccw #genre:action>runandgun #arcadeboard:snk #lang:en #set:1,gwara.zip|gwar.zip,07cf4007c81594ba3e8e8015aa5763bc,70c78947b57e6bb8a1321a31bfdd70249c6248c1,5f4f1152c9e89c449b6ea92dba5cb161027b193d5ae13a3f52745d3208cf1899,61893e20f30c18fb28bd04e85010018a9746f27bde5a6be6c50107d33d6440d93848f01881e5fbc781cd7971a731414f1df382e5d36a5d3e96047da34d1c3f6e
Guerrilla War,guevara,World,1987,SNK,SNK,#input:joystick>rotary>8:buttons>2 #players:2:coop #search:tate>ccw #genre:action>runandgun #arcadeboard:snk #lang:en #set:2,gwarab.zip|gwar.zip,07cf4007c81594ba3e8e8015aa5763bc,70c78947b57e6bb8a1321a31bfdd70249c6248c1,5f4f1152c9e89c449b6ea92dba5cb161027b193d5ae13a3f52745d3208cf1899,61893e20f30c18fb28bd04e85010018a9746f27bde5a6be6c50107d33d6440d93848f01881e5fbc781cd7971a731414f1df382e5d36a5d3e96047da34d1c3f6e
Guerrilla War,guevara,World,1987,SNK,SNK,#input:joystick>8:buttons>2 #players:2:coop #search:tate>ccw #genre:action>runandgun #arcadeboard:snk #lang:en #unlicensed:bootleg,gwarb.zip|gwar.zip,07cf4007c81594ba3e8e8015aa5763bc,70c78947b57e6bb8a1321a31bfdd70249c6248c1,5f4f1152c9e89c449b6ea92dba5cb161027b193d5ae13a3f52745d3208cf1899,61893e20f30c18fb28bd04e85010018a9746f27bde5a6be6c50107d33d6440d93848f01881e5fbc781cd7971a731414f1df382e5d36a5d3e96047da34d1c3f6e
Gururin@ぐるりん / ぐるりん Gururin,gururin,World,1994-05-25,Face,SNK/Face,#input:joystick>4:buttons>2 #players:2:vs #genre:puzzle>drop #arcadeboard:snk>mvs #lang:ja:en #mameparent,gururin.zip,03e8fb4712b2ef207a4a43abe7067813,19c157890830892e52384c39a327593fd44174f5,d50aea13963887222bc7609904a2e0d54d2bbc8ee8e5317317cad141843aeaef,484223cfc8e9638ea77f7eb9a753d8c7c7b39c0594d5694a768d9b311a815e7ce0afbf7d07ce5e9c8c4dae7105d5904a2e6c474870ad02c7de9e6b5701adbd00
Idol Mahjong Final Romance 2@アイドル麻雀ファイナルロマンス2,idolmahjongfinalromance2,Japan,1995,Video System,SNK,#input:buttons>19 #players:2:vs #genre:board>mahjong #arcadeboard:snk>mvs #search:keyword>strip #lang:ja #unlicensed:aftermarket:bootleg #mameparent,froman2b.zip,78e0b49e8a5d89ab4d2307e8f986e632,22597bd9df1bfe1020270872a65d98d559ebf33c,818203210ebd683df5c0fce0e47d6d67d95b13ebfcc234a590283cd0bf09e029,ce5812d9d04bc3afe05e59f6ab58cbf380f69f0db6456170d8ea8239413454b50af5e3bc95f1259c8ff468fd4d0544491c5405aa412c27dafa7a510860160340
Janshin Densetsu: Quest of Jongmaster@雀神伝説 Quest of Jongmaster,janshindensetsuquestofjongmaster,Japan,1994-06-29,Aicom,SNK,#input:joystick>4:buttons>2 #players:1 #genre:rpg>j:board>mahjong #arcadeboard:snk>mvs #lang:ja #mameparent,janshin.zip,c06ce7c6724856450c08ea34ed627f62,6c654a1d6bd60810f2ea17bfbb39b5a6ba7bdc82,b03337e71a7256ca5be7d57bc0ae604280a0385a529680f09b4f8c4f815f4fdb,0410c43ebd62425c4cdf2a075a60b96cf4f276eab8b2f18256931455ccb1eab41f9453da7988b9612961e2908091b6cb9edf784a9313fcbc7424597d89876e8f
Jockey Grandprix,jockeygrandprix,World,2001,BrezzaSoft,Sun Amusement,#input:joystick>8:buttons>1 #players:1 #genre:sim>derby #arcadeboard:snk>mvs #lang:en #set:1 #mameparent,jockeygp.zip,6ca229a4458027c8004e435f5a67555f,79294af5b2a3fc69ec0466836c878a45548db10c,c3bf8fc6d331e6c22c76569bea763bb152b5b0c0ee105a1df5cd92264675fc70,f8047d40d9fc665a1077c591c0882d52e0e2183f7c65dd33ba1906e64e1caad6350ae7337c2bbb5e94a383598cbc3b5b53824c990a9cc77c6f9e586e06781300
Jockey Grandprix,jockeygrandprix,World,,BrezzaSoft,Sun Amusement,#input:joystick>8:buttons>1 #players:1 #genre:sim>derby #arcadeboard:snk>mvs #lang:en #set:2,jockeygpa.zip|jockeygp.zip,6ca229a4458027c8004e435f5a67555f,79294af5b2a3fc69ec0466836c878a45548db10c,c3bf8fc6d331e6c22c76569bea763bb152b5b0c0ee105a1df5cd92264675fc70,f8047d40d9fc665a1077c591c0882d52e0e2183f7c65dd33ba1906e64e1caad6350ae7337c2bbb5e94a383598cbc3b5b53824c990a9cc77c6f9e586e06781300
JoyJoyKid / Puzzled,joyjoykid,World,1990-11-20,SNK,SNK,#input:joystick>4:buttons>2 #players:2:vs #genre:puzzle>drop #arcadeboard:snk>mvs #lang:ja:en #mameparent,joyjoy.zip,d794feeb597f9a51485894b7c620070b,26272c376e6350739552508e127ded611d725aad,33c2c70776a857a9e30ff2d1b577ec304958eaefd4c1442781d68729e23adcd4,fc6a5594906abddcb79605f60e1abe26b756e89b1eccb15ea2ed8dfd7f1ab6225e9d18f5959af9c877d432f31800b200de58288d674a774d98fea2edb598c6e4
HAL 21,hal21,Japan,1985,SNK,SNK,#input:joystick>8:buttons>2 #players:2:coop #search:tate>ccw #genre:shmup>v #arcadeboard:snk #lang:en,hal21j.zip|hal21.zip,6f03b1c77edd2dc7948e787320df9168,3ce0ccdbc8077dca84e3180b9eb74945aa3dc606,800d3f3278e601dc1a0d6858d15622eabe9e66a5802f8ea50feb7c0ede3ef4ba,a88bac2cd2b30faee13d1112d1b4457be99f17c3da126ed9ff600c3b4ef0591820e932f355f0178c6c7b9295978732c70120bbd7e50979b94ec1e0e7612533be
HAL 21,hal21,World,1985,SNK,SNK,#input:joystick>8:buttons>2 #players:2:coop #search:tate>ccw #genre:shmup>v #arcadeboard:snk #lang:en #mameparent,hal21.zip,6f03b1c77edd2dc7948e787320df9168,3ce0ccdbc8077dca84e3180b9eb74945aa3dc606,800d3f3278e601dc1a0d6858d15622eabe9e66a5802f8ea50feb7c0ede3ef4ba,a88bac2cd2b30faee13d1112d1b4457be99f17c3da126ed9ff600c3b4ef0591820e932f355f0178c6c7b9295978732c70120bbd7e50979b94ec1e0e7612533be
Ikari@怒 Ikari,ikari,Japan,1986,SNK,SNK,#input:joystick>rotary>8:buttons>2 #players:2:coop #search:tate>ccw #genre:action>runandgun #arcadeboard:snk #lang:en,ikarijp.zip|ikari.zip,03c264c2b80f5cf1fcb5f24ca7fb7aff,29b0f628b41cefe152c1542b0955de79b2ec89c9,2f6d027ae6bb494b0e272ccb43241b01ceae07524c927c3b5e305310852f665e,7d2be1914979a26df3477dd113adf4e530744fd403b62f8987679f76b4076c9938cac48715edddf2cbb3ef74d9b892a4f104b56b7cce76d155c36c30323299ef
Ikari@怒 Ikari,ikari,Japan,1986,SNK,SNK,#input:joystick>8:buttons>2 #players:2:coop #search:tate>ccw #genre:action>runandgun #arcadeboard:snk #unlicensed:bootleg #lang:en,ikarijpb.zip|ikari.zip,03c264c2b80f5cf1fcb5f24ca7fb7aff,29b0f628b41cefe152c1542b0955de79b2ec89c9,2f6d027ae6bb494b0e272ccb43241b01ceae07524c927c3b5e305310852f665e,7d2be1914979a26df3477dd113adf4e530744fd403b62f8987679f76b4076c9938cac48715edddf2cbb3ef74d9b892a4f104b56b7cce76d155c36c30323299ef
Ikari Warriors,ikari,USA,1986,SNK,SNK,#input:joystick>rotary>8:buttons>2 #players:2:coop #search:tate>ccw #genre:action>runandgun #arcadeboard:snk #lang:en,ikarinc.zip|ikari.zip,03c264c2b80f5cf1fcb5f24ca7fb7aff,29b0f628b41cefe152c1542b0955de79b2ec89c9,2f6d027ae6bb494b0e272ccb43241b01ceae07524c927c3b5e305310852f665e,7d2be1914979a26df3477dd113adf4e530744fd403b62f8987679f76b4076c9938cac48715edddf2cbb3ef74d9b892a4f104b56b7cce76d155c36c30323299ef
Ikari Warriors,ikari,USA,1986,SNK,SNK,#input:joystick>rotary>8:buttons>2 #players:2:coop #search:tate>ccw #genre:action>runandgun #arcadeboard:snk #lang:en #set:1,ikaria.zip|ikari.zip,03c264c2b80f5cf1fcb5f24ca7fb7aff,29b0f628b41cefe152c1542b0955de79b2ec89c9,2f6d027ae6bb494b0e272ccb43241b01ceae07524c927c3b5e305310852f665e,7d2be1914979a26df3477dd113adf4e530744fd403b62f8987679f76b4076c9938cac48715edddf2cbb3ef74d9b892a4f104b56b7cce76d155c36c30323299ef
Ikari Warriors,ikari,USA,1986,SNK,SNK,#input:joystick>rotary>8:buttons>2 #players:2:coop #search:tate>ccw #genre:action>runandgun #arcadeboard:snk #lang:en #set:2,ikaria2.zip|ikari.zip,03c264c2b80f5cf1fcb5f24ca7fb7aff,29b0f628b41cefe152c1542b0955de79b2ec89c9,2f6d027ae6bb494b0e272ccb43241b01ceae07524c927c3b5e305310852f665e,7d2be1914979a26df3477dd113adf4e530744fd403b62f8987679f76b4076c9938cac48715edddf2cbb3ef74d9b892a4f104b56b7cce76d155c36c30323299ef
Ikari Warriors,ikari,World,1986,SNK,SNK,#input:joystick>rotary>8:buttons>2 #players:2:coop #search:tate>ccw #genre:action>runandgun #arcadeboard:snk #lang:en #mameparent,ikari.zip,03c264c2b80f5cf1fcb5f24ca7fb7aff,29b0f628b41cefe152c1542b0955de79b2ec89c9,2f6d027ae6bb494b0e272ccb43241b01ceae07524c927c3b5e305310852f665e,7d2be1914979a26df3477dd113adf4e530744fd403b62f8987679f76b4076c9938cac48715edddf2cbb3ef74d9b892a4f104b56b7cce76d155c36c30323299ef
Rambo 3@怒 Rambo 3,ikari,USA,1986,SNK,SNK,#input:joystick>8:buttons>2 #players:2:coop #search:tate>ccw #genre:action>runandgun #arcadeboard:snk #lang:en #based:movie #unlicensed:bootleg,ikarinc.zip|ikari.zip,03c264c2b80f5cf1fcb5f24ca7fb7aff,29b0f628b41cefe152c1542b0955de79b2ec89c9,2f6d027ae6bb494b0e272ccb43241b01ceae07524c927c3b5e305310852f665e,7d2be1914979a26df3477dd113adf4e530744fd403b62f8987679f76b4076c9938cac48715edddf2cbb3ef74d9b892a4f104b56b7cce76d155c36c30323299ef
Ikari Three@怒III Ikari Three,ikari3,Japan,1989,SNK,SNK,#input:joystick>rotary>8:buttons>3 #players:2:coop #genre:action>runandgun #arcadeboard:snk #lang:ja,ikari3j.zip|ikari3.zip,7ac619fe9224b527908039cfe78312b0,211d2e6ad7db572d5302e96885688b99e6d8f443,0399bf1e23e1d536e9d642ac7f06574bcaf1ac8ef4d84f57ac6940e6a6c3e919,d3b4580ff299a32abc9ae804a1122660f446f5306cbf8e66ca7ffff18ab55d74432e4487b9514c6f1902dd45267cbe669fcd983f71f970c99203494cbeeaf432
Ikari Three@怒III Ikari Three,ikari3,South Korea,1989,SNK,SNK,#input:joystick>8:buttons>3 #players:2:coop #genre:action>runandgun #arcadeboard:snk #lang:ja,ikari3k.zip|ikari3.zip,7ac619fe9224b527908039cfe78312b0,211d2e6ad7db572d5302e96885688b99e6d8f443,0399bf1e23e1d536e9d642ac7f06574bcaf1ac8ef4d84f57ac6940e6a6c3e919,d3b4580ff299a32abc9ae804a1122660f446f5306cbf8e66ca7ffff18ab55d74432e4487b9514c6f1902dd45267cbe669fcd983f71f970c99203494cbeeaf432
Ikari III: The Rescue,ikari3,USA,1989,SNK,SNK,#input:joystick>rotary>8:buttons>3 #players:2:coop #genre:action>runandgun #arcadeboard:snk #lang:en,ikari3u.zip|ikari3.zip,7ac619fe9224b527908039cfe78312b0,211d2e6ad7db572d5302e96885688b99e6d8f443,0399bf1e23e1d536e9d642ac7f06574bcaf1ac8ef4d84f57ac6940e6a6c3e919,d3b4580ff299a32abc9ae804a1122660f446f5306cbf8e66ca7ffff18ab55d74432e4487b9514c6f1902dd45267cbe669fcd983f71f970c99203494cbeeaf432
Ikari III: The Rescue,ikari3,World,1989,SNK,SNK,#input:joystick>rotary>8:buttons>3 #players:2:coop #genre:action>runandgun #arcadeboard:snk #lang:en,ikari3w.zip|ikari3.zip,7ac619fe9224b527908039cfe78312b0,211d2e6ad7db572d5302e96885688b99e6d8f443,0399bf1e23e1d536e9d642ac7f06574bcaf1ac8ef4d84f57ac6940e6a6c3e919,d3b4580ff299a32abc9ae804a1122660f446f5306cbf8e66ca7ffff18ab55d74432e4487b9514c6f1902dd45267cbe669fcd983f71f970c99203494cbeeaf432
Ikari III: The Rescue,ikari3,World,1989,SNK,SNK,#input:joystick>8:buttons>3 #players:2:coop #genre:action>runandgun #arcadeboard:snk #lang:en #mameparent,ikari3.zip,7ac619fe9224b527908039cfe78312b0,211d2e6ad7db572d5302e96885688b99e6d8f443,0399bf1e23e1d536e9d642ac7f06574bcaf1ac8ef4d84f57ac6940e6a6c3e919,d3b4580ff299a32abc9ae804a1122660f446f5306cbf8e66ca7ffff18ab55d74432e4487b9514c6f1902dd45267cbe669fcd983f71f970c99203494cbeeaf432
Joyful Road,joyfulroad,Japan,1983,SNK,SNK,#input:joystick>double>8>2h #players:2:alt #search:tate>ccw #genre:action #arcadeboard:snk #lang:en #mameparent,joyfulr.zip,01ccb0ed96f6f4718ca9dcb2c83f7d6f,6b5071af0046eeac4a8cf8aea853aaa5bc15cb85,e393472ef9f8e8b0249d0bd93be7fd49653713c0d7d6e6598e8f61a3273fdbd8,efeccf2cfab7dad8f48dd9bf8a17df906b57a8e2c2623d4b8ad5047af9ab38b16711a2926ff58da948ba63c68667f0921776078ecaf4d36c35042653c013296a
Munch Mobile,joyfulroad,USA,1983,SNK,Centuri,#input:joystick>double>8>2h #players:2:alt #search:tate>ccw #genre:action #arcadeboard:snk #lang:en,mnchmobl.zip|joyfulr.zip,01ccb0ed96f6f4718ca9dcb2c83f7d6f,6b5071af0046eeac4a8cf8aea853aaa5bc15cb85,e393472ef9f8e8b0249d0bd93be7fd49653713c0d7d6e6598e8f61a3273fdbd8,efeccf2cfab7dad8f48dd9bf8a17df906b57a8e2c2623d4b8ad5047af9ab38b16711a2926ff58da948ba63c68667f0921776078ecaf4d36c35042653c013296a
Jumping Cross,jumpingcross,World,1984,SNK,SNK,#input:joystick>8:buttons>2 #players:2:alt #search:tate>ccw #genre:action:sports>motocross #arcadeboard:snk #lang:en #set:1 #mameparent,jcross.zip,5a3783da0388b0a21cf9d0e9eaa3221b,12c6f719ebfd70baf817bf0d7d980ccff89529d6,51a9933f4aefdcf0913449106b5994c22dab66186e86ae0c65548ae008a6f464,3ce639d5a23e50d9abc86c680461a26742593d4631cc371753769912809dfdca0edcf86ae2c219c33c519ea2f13c40233884022d687b3cd96fbfe4f1b30f50f6
Jumping Cross,jumpingcross,World,1984,SNK,SNK,#input:joystick>8:buttons>2 #players:2:alt #search:tate>ccw #genre:action:sports>motocross #arcadeboard:snk #lang:en #set:2,jcrossa.zip|jcross.zip,5a3783da0388b0a21cf9d0e9eaa3221b,12c6f719ebfd70baf817bf0d7d980ccff89529d6,51a9933f4aefdcf0913449106b5994c22dab66186e86ae0c65548ae008a6f464,3ce639d5a23e50d9abc86c680461a26742593d4631cc371753769912809dfdca0edcf86ae2c219c33c519ea2f13c40233884022d687b3cd96fbfe4f1b30f50f6
King of the Monsters,kingofthemonsters,World,1991-02-25,SNK,SNK,#input:joystick>8:buttons>3 #players:2:coop:vs #genre:fighting:sports>wrestling #arcadeboard:snk>mvs #lang:ja:en #mameparent,kotm.zip,758a0987716e38827f9de5a94f113760,2c210764e0e8b8b0ebf72b3354f3994470205dc4,7f23f6e297f3885211de96dc561bbfb578cf6e13152720324879ea7befcdcfb6,a1c04c87d7e38ac84d4e4e514972d3611f4ea60637f655da97704fd5d0418215b718f785758f228d519398007273e0dbc02cb8dd79b18949e4e44ccdd49555c1
King of the Monsters 2: The Next Thing,kingofthemonsters2,World,,SNK,SNK,#input:joystick>8:buttons>3 #players:2:coop:vs #genre:fighting:sports>wrestling #arcadeboard:snk>mvs #lang:ja:en,kotm2a.zip|kotm2.zip,9c728bb5e604cf8a75ee024e79e20685,f383a9621ef0aa03da154b43f58e25afc651c2dc,f9ca58af5b2319e68ff7fb83ac14459a8d07c30e896d617698c1f402888458b5,12886cd1802516e1627f23219076fe0039f2f56781bc7c4e0f7af0508eec82a66d95264129a30533e09045db0169c1784ba45649c73e4724b84f2e161e50a652
King of the Monsters 2: The Next Thing,kingofthemonsters2,World,1992-05-25,SNK,SNK,#input:joystick>8:buttons>3 #players:2:coop:vs #genre:fighting:sports>wrestling #arcadeboard:snk>mvs #lang:ja:en #mameparent,kotm2.zip,9c728bb5e604cf8a75ee024e79e20685,f383a9621ef0aa03da154b43f58e25afc651c2dc,f9ca58af5b2319e68ff7fb83ac14459a8d07c30e896d617698c1f402888458b5,12886cd1802516e1627f23219076fe0039f2f56781bc7c4e0f7af0508eec82a66d95264129a30533e09045db0169c1784ba45649c73e4724b84f2e161e50a652
King of the Monsters 2: The Next Thing,kingofthemonsters2,World,,SNK,SNK,#input:joystick>8:buttons>3 #players:2:coop:vs #genre:fighting:sports>wrestling #arcadeboard:snk>mvs #lang:ja:en #unfinished:proto,kotm2p.zip|kotm2.zip,9c728bb5e604cf8a75ee024e79e20685,f383a9621ef0aa03da154b43f58e25afc651c2dc,f9ca58af5b2319e68ff7fb83ac14459a8d07c30e896d617698c1f402888458b5,12886cd1802516e1627f23219076fe0039f2f56781bc7c4e0f7af0508eec82a66d95264129a30533e09045db0169c1784ba45649c73e4724b84f2e161e50a652
Kōkū Kihei Monogatari: The Legend of Air Cavalry@航空騎兵物語 The Legend of Air Cavalry,koukuukiheimonogatari,Japan,1988,SNK,SNK,#input:joystick>8:buttons>2 #players:2:alt #search:tate>ccw #genre:shmup>v #arcadeboard:snk #lang:ja,legofair.zip|chopper.zip,050fadb518b0e8121c8a1843cfd1a0ec,fe04c225e90d414b439a0332e12a5090b3d77615,b3938c71617643fabdbac2c1b49c4c19758ab1a863b02cb4a1a5bcd0dc2fe2c7,3d55aebc2ef77b498ac46e19c9aeb63498528112c89d80e0de5bb2f0a25700ce1038bbda0c77d129f3c09cf218205e66d6057790ab6e08fb909efd968847c34b
Chopper,koukuukiheimonogatari,USA,1988,SNK,SNK,#input:joystick>8:buttons>2 #players:2:alt #search:tate>ccw #genre:shmup>v #arcadeboard:snk #lang:en,chopperb.zip|chopper.zip,050fadb518b0e8121c8a1843cfd1a0ec,fe04c225e90d414b439a0332e12a5090b3d77615,b3938c71617643fabdbac2c1b49c4c19758ab1a863b02cb4a1a5bcd0dc2fe2c7,3d55aebc2ef77b498ac46e19c9aeb63498528112c89d80e0de5bb2f0a25700ce1038bbda0c77d129f3c09cf218205e66d6057790ab6e08fb909efd968847c34b
Chopper,koukuukiheimonogatari,USA,1988,SNK,SNK,#input:joystick>8:buttons>2 #players:2:alt #search:tate>ccw #genre:shmup>v #arcadeboard:snk #lang:en #set:1,choppera.zip|chopper.zip,050fadb518b0e8121c8a1843cfd1a0ec,fe04c225e90d414b439a0332e12a5090b3d77615,b3938c71617643fabdbac2c1b49c4c19758ab1a863b02cb4a1a5bcd0dc2fe2c7,3d55aebc2ef77b498ac46e19c9aeb63498528112c89d80e0de5bb2f0a25700ce1038bbda0c77d129f3c09cf218205e66d6057790ab6e08fb909efd968847c34b
Chopper,koukuukiheimonogatari,USA,1988,SNK,SNK,#input:joystick>8:buttons>2 #players:2:alt #search:tate>ccw #genre:shmup>v #arcadeboard:snk #lang:en #set:2 #mameparent,chopper.zip,050fadb518b0e8121c8a1843cfd1a0ec,fe04c225e90d414b439a0332e12a5090b3d77615,b3938c71617643fabdbac2c1b49c4c19758ab1a863b02cb4a1a5bcd0dc2fe2c7,3d55aebc2ef77b498ac46e19c9aeb63498528112c89d80e0de5bb2f0a25700ce1038bbda0c77d129f3c09cf218205e66d6057790ab6e08fb909efd968847c34b
Kunio no Nekketsu Tōkyū Densetsu / Super Dodge Ball@くにおの熱血闘球 伝説 / Super Dodge Ball,kuniononekketsutoukyuudensetsu,World,1996,Technōs,SNK/Technōs,#input:joystick>8:buttons>4 #players:2:vs #genre:sports>dodgeball #search:feature>kuniokun #arcadeboard:snk>mvs #lang:ja:en #mameparent,sdodgeb.zip,73d98b15b053a1fdeed2117576a2d408,34be8c2733e134b469a389c0a19f0647eedcd68c,743c0c0b345f29e23ba739de2aeef2e5f6ec415e33af0bf197f86775da79307a,8e5052830d123398bad2f5413665a016739eb1e2355e3142d0b016e0c3e389200b1fc24debbabf793e522acdf7926bd576f2273424f9701b9a36267d776ee416
Lasso,lasso,World,1982,SNK,SNK,#input:joystick>4:buttons>2 #players:2:alt #search:tate>cw #genre:action #arcadeboard:snk #lang:en #mameparent,lasso.zip,4d92cdb6fd25e34076be668471e5a5f9,6275f51e56fed847fab070865d0b0c33f118749a,d73d85cb64708b419c7053a1ae30f2e89117694d1525ddbc15c07141dfe9bfb0,b194ae829f5bd89495c575e2c3a6b20b0a882a1f84fd9ecd94fb9a591f2c10cae6d36cf6b839856b84a5aa2754ff9f0c77f0ff72b99ecae915c8d2307fe8e975
