Screen title @ Exact,Cover title @ Exact,ID,Region,Release date,Developer,Publisher,Tags
Langrisser: Hikari no Matsuei@ラングリッサー 光輝の末裔,Langrisser: Hikari no Matsuei@ラングリッサー 光輝の末裔,langrisser,Japan,1993-08-03,NCS,Masaya,#players:1 #genre:rpg>s #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:sega>megadrive #lang:ja
Laplace no Ma@ラプラスの魔,Laplace no Ma@ラプラスの魔,laplacenoma,Japan,1993-03-30,Human,Human,#players:1 #genre:rpg>dungeoncrawler:adventure>survivalhorror #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc88 #lang:ja
Laser Soft Visual Collection: Cosmic Fantasy@Laser Soft Visual Collection コズミック・ファンタジー,Laser Soft Visual Collection Vol. 1: Cosmic Fantasy Visual-shū@Laser Soft Visual Collection Vol. 1: コズミック・ファンタジー　ビジュアル集,cosmicfantasyvisualshuu,Japan,1993-02-12,Laser,Laser,#players:1 #genre:notagame>slideshow #addon:peripheral>cdromrom #lang:ja
Laser Soft Visual Collection: Valis@Laser Soft Visual Collection ヴァリス,Laser Soft Visual Collection Vol. 2: Valis Visual-shū@Laser Soft Visual Collection Vol. 2: ヴァリス　ビジュアル集,valisvisualshuu,Japan,1993-02-19,Laser,Laser,#players:1 #genre:notagame>slideshow #addon:peripheral>cdromrom #lang:ja
Last Armageddon@Last Armageddon ラスト・ハルマゲドン,Last Armageddon@Last Armageddon ラスト・ハルマゲドン,lastarmageddon,Japan,1990-08-31,Brain Grey,Brain Grey,#players:1 #genre:rpg #addon:peripheral>cdromrom #save:backup #port:nec>pc88 #lang:ja
Last Armageddon@Last Armageddon ラスト・ハルマゲドン,Last Armageddon@Last Armageddon ラスト・ハルマゲドン,lastarmageddon,Japan,,Brain Grey,Brain Grey,#players:1 #genre:rpg #addon:peripheral>cdromrom #save:backup #port:nec>pc88 #lang:ja #rev:1
Legion,Legion@Legion レギオン,legion,Japan,1990-09-21,Telenet,Reno,#players:2:coop #genre:shmup>h #addon:peripheral>cdromrom:multitap>pce #lang:ja
Legion,Legion@Legion レギオン,legion,Japan,,Telenet,Reno,#players:2:coop #genre:shmup>h #addon:peripheral>cdromrom:multitap>pce #lang:ja #rev:1
Lemmings,Lemmings@Lemmings レミングス,lemmings,Japan,1992-11-27,DMA Design,Sunsoft,#players:2:vs #genre:puzzle #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce:mouse>pce #save:password #port:commodore>amiga #lang:ja
Linda³@Linda³ リンダキューブ,Linda³@Linda³ リンダキューブ,linda3,Japan,1995-10-13,MARS/MediaWorks,NEC Home Electronics,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard:controller>avenuepad6 #save:backup #lang:ja
Linda³@Linda³ リンダキューブ,Linda³@Linda³ リンダキューブ,linda3,Japan,,MARS/MediaWorks,NEC Home Electronics,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard:controller>avenuepad6 #save:backup #lang:ja #rev:1
Loom,Loom@Loom ルーム,loom,Japan,1992-09-25,LucasArts,Victor,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:pc #lang:ja
Lord of Wars,Lord of Wars@Lord of Wars ロードオブウォーズ,lordofwars,Japan,1991-11-29,SystemSoft,SystemSoft,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom #save:backup #port:nec>pc98 #lang:ja
Mad Stalker: Full Metal Force,Mad Stalker: Full Metal Force,madstalkerfullmetalforce,Japan,1994-09-15,Kogado/Fill in Café,NEC Home Electronics,#players:2:vs #genre:action>hackandslash #addon:peripheral>cdromrom:expansion>arcadecard:multitap>pce #lang:ja
Madō Monogatari I: Honoo no Sotsuenji@魔導物語I 炎の卒園児,Madō Monogatari I: Honoo no Sotsuenji@魔導物語I 炎の卒園児,madoumonogatari1honoonosotsuenji,Japan,1996-12-13,NEC Avenue/LMS,NEC Avenue,#players:1 #genre:rpg>dungeoncrawler #addon:peripheral>cdromrom:expansion>arcadecard #save:backup #lang:ja
Magical Saurus Tour@マジカルサウルスツアー,Magical Saurus Tour@マジカルサウルスツアー,magicalsaurustour,Japan,1990-08-24,Fun Project,Victor,#players:1 #genre:notagame>educational #addon:peripheral>cdromrom #lang:ja
Magicoal,Magicoal@Magicoal マジクール,magicoal,Japan,1993-10-29,HuneX,NEC Home Electronics,#players:2:coop #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce:backup>memorybase128 #save:backup #lang:ja
Mahjong Clinic Special@Mah-jong クリニック Special,Mahjong Clinic Special@Mah-jong クリニック Special,mahjongclinicspecial,Japan,1993-09-24,Naxat,Naxat,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #search:keyword>strip #lang:ja
Mahjong Lemon Angel@マージャンレモンエンジェル,Mahjong Lemon Angel@マージャンレモンエンジェル,magicallemonangel,Japan,1994-02-25,Fairy Dust,Naxat,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc98 #search:keyword>strip #lang:ja
Mahjong on the Beach@麻雀オンザビーチ,Mahjong on the Beach@麻雀オンザビーチ,mahjongonthebeach,Japan,1993-09-30,NEC Avenue,NEC Avenue,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom:expansion>supersystemcard #search:keyword>strip #lang:ja
Mahjong Sword: Princess Quest Gaiden@Mahjong Sword マージャ・ンソード プリンセスクエスト外伝,Mahjong Sword: Princess Quest Gaiden@Mahjong Sword マージャ・ンソード プリンセスクエスト外伝,mahjongswordprincessquestgaiden,Japan,1995-10-13,Tomboy,Naxat,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard:controller>avenuepad6 #save:backup #search:keyword>strip #lang:ja
Mahjong Vanilla Syndrome@まーじゃんバニラシンドローム,Mahjong Vanilla Syndrome@まーじゃんバニラシンドローム,mahjongvanillasyndrome,Japan,1991-10-25,Nihon Bussan,Nichibutsu,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom #port:nec>pc98 #lang:ja
Mahjong Vanilla Syndrome@まーじゃんバニラシンドローム,Mahjong Vanilla Syndrome@まーじゃんバニラシンドローム,mahjongvanillasyndrome,Japan,1991-10-25,Nihon Bussan,Nichibutsu,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom #port:nec>pc98 #lang:ja #alt
Mamono Hunter Yōko@魔物ハンター妖子,Mamono Hunter Yōko: Makai kara no Tenkōsei@魔物ハンター妖子 魔界からの転校生,mamonohunteryoukomknt,Japan,1992-03-13,Elf,Masaya,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based:manganime #lang:ja
Mamono Hunter Yōko: Tooki Yobigoe@魔物ハンター妖子 遠き呼び声,Mamono Hunter Yōko: Tooki Yobigoe@魔物ハンター妖子 遠き呼び声,mamonohunteryoukoty,Japan,1993-01-08,Tenky,Masaya,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based:manganime #lang:ja
Martial Champion@Martial Champion マーシャルチャンピオン,Martial Champion@Martial Champion マーシャルチャンピオン,martialchampion,Japan,1993-12-17,Konami,Konami,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce:controller>avenuepad6 #port:arcade #lang:ja
Mashō Denki: La Valeur@魔晶伝記 La Valeur ラ・ヴァルー,Mashō Denki: La Valeur@魔晶伝記 La Valeur ラ・ヴァルー,mashoudenkilavaleur,Japan,1991-03-22,Kogado,Kogado,#players:1 #genre:rpg>j #addon:peripheral>cdromrom #save:backup #port:nec>pc88 #lang:ja
Master of Monsters,Master of Monsters@Master of Monsters マスターオブモンスターズ,masterofmonsters,Japan,1991-02-15,Micro Cabin,Micro Cabin,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom #save:backup #port:nec>pc88 #lang:ja
Megami Tengoku: Megami Paradise@女神天国 Megami Paradise,Megami Tengoku: Megami Paradise@女神天国 Megami Paradise,megamitengoku,Japan,1994-09-30,NEC Home Electronics/MediaWorks/Real International,NEC Home Electronics,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Metal Angel@Metal Angel メタル エンジェル,Metal Angel@Metal Angel メタル エンジェル,metalangel,Japan,1993-09-24,Radical Plan,Pack-In-Video,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Metal Angel 2,Metal Angel 2@Metal Angel メタル エンジェル 2,metalangel2,Japan,1995-01-20,Radical Plan,Pack-In-Video,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
MetamorJupiter,MetamorJupiter@MetamorJupiter メタモ ジュピター,metamorjupiter,Japan,1993-01-22,Flight-Plan,NEC Home Electronics,#players:3:coop #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #lang:ja
Might and Magic,Might and Magic@Might and Magic マイトアンドマジック,mightandmagicbookonesecretoftheinnersanctum,Japan,1992-01-24,NEC Avenue,NEC Avenue,#players:1 #genre:rpg>dungeoncrawler #addon:peripheral>cdromrom #save:backup #port:apple>apple2 #lang:ja
Might and Magic III: Isles of Terra,Might and Magic III: Isles of Terra@Might and Magic III: Isles of Terra マイトアンドマジックIII,mightandmagic3islesofterra,Japan,1993-10-29,Hudson,Hudson,#players:1 #genre:rpg>dungeoncrawler #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:pc #lang:ja
Minesweeper,Minesweeper,minesweeper,Japan,1992-03-20,Arc,Pack-In-Video,#players:1 #genre:puzzle #addon:peripheral>cdromrom #save:password #port:pc #lang:en
Mirai Shōnen Conan@未来少年コナン,Mirai Shōnen Conan@未来少年コナン,miraishounenconan,Japan,1992-02-28,Telenet,Riot,#players:1 #genre:action>platformer #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based:manganime #lang:ja
Mitsubachi Gakuen@みつばち学園,Mitsubachi Gakuen@みつばち学園 Mitsubachi Gakuen,mitsubachigakuen,Japan,1990-09-14,Hudson,Hudson,#players:1 #genre:adventure #addon:peripheral>cdromrom #save:backup #lang:ja
Monster Maker: Yami no Ryūkishi@Monster Maker 闇の竜騎士,Monster Maker: Yami no Ryūkishi@Monster Maker モンスターメーカー 闇の竜騎士,monstermakeryaminoryuukishi,Japan,1994-03-30,NEC Avenue,NEC Avenue,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based #lang:ja
Monster Maker: Yami no Ryūkishi@Monster Maker 闇の竜騎士,Monster Maker: Yami no Ryūkishi@Monster Maker モンスターメーカー 闇の竜騎士,monstermakeryaminoryuukishi,Japan,1994-03-30,NEC Avenue,NEC Avenue,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based #lang:ja #alt
Moonlight Lady@ムーンライトレディ,Moonlight Lady@ムーンライトレディ,moonlightlady,Japan,1993-03-26,NEC Home Electronics,NEC Home Electronics,#players:1 #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
MotoRoader MC@MotoRoader モトローダーMC,MotoRoader MC@MotoRoader モトローダーMC,motoroadermc,Japan,1992-12-18,NCS,Masaya,#players:5:vs #genre:racing>combat #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #lang:ja
Motteke Tamago@もってけたまご,Motteke Tamago@もってけたまご,motteketamago,Japan,1997-04-16,Naxat,Naxat,#players:4:vs #genre:action>maze #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #lang:ja
Mugen Senshi Valis: The Legend of a Fantasm Soldier@夢幻戦士ヴァリス The Legend of a Fantasm Soldier,Mugen Senshi Valis: The Legend of a Fantasm Soldier@夢幻戦士ヴァリス The Legend of a Fantasm Soldier,mugensenshivalistloafs,Japan,1992-03-19,Telenet,Riot,#players:1 #genre:action>runandgun #addon:peripheral>cdromrom:expansion>supersystemcard #port:nec>pc88 #lang:ja
Murder Club,J. B. Harold Series #1: Murder Club@J. B. Harold Series #1: Murder Club 殺人クラブ,murderclub,Japan,1990-11-23,Hudson,Hudson,#players:1 #genre:adventure #addon:peripheral>cdromrom #save:backup #port:nec>pc88 #lang:ja
MysticFormula,MysticFormula,mysticformula,Japan,1993-07-23,Micro Cabin,Micro Cabin,#players:2:coop #genre:action>runandgun #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #lang:ja
Nekketsu Kōkō Dodgeball-bu: CD Soccer-hen@熱血高校ドッジボール部 CDサッカー編,Nekketsu Kōkō Dodgeball-bu: CD Soccer-hen@熱血高校ドッジボール部 CDサッカー編,nekketsukoukoudodgeballbusoccerhen,Japan,1991-12-20,Technōs,Naxat,#players:4:coop:vs #genre:sports>soccer #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #save:password #port:nintendo>famicom #search:feature>kuniokun #lang:ja
Nekketsu Legend Baseballer@熱血レジェンド ベースボーラー,Nekketsu Legend Baseballer@熱血レジェンド ベースボーラー,nekketsulegendbaseballer,Japan,1995-06-16,Pack-In-Video,Pack-In-Video,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Nemurenu Yoru no Chiisana Ohanashi@眠れぬ夜の小さなお話,Nemurenu Yoru no Chiisana Ohanashi@眠れぬ夜の小さなお話,nemurenuyorunochiisanaohanashi,Japan,1993-07-30,NEC Home Electronics/Amuse,NEC Home Electronics,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard:mouse>pce #save:backup #based:manganime #lang:ja
Neo Nectaris,Neo Nectaris,neonectaris,Japan,1994-07-29,Hudson,Hudson,#players:2:vs #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #save:backup:password #lang:ja
Nexzr@Nexzr ネクスザール,Nexzr,nexzr,Japan,1992-12-11,Kaneko Inter State,Naxat,#players:1 #genre:shmup>v #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Nexzr Special@Nexzr Special ネクスザール,Summer Carnival '93: Nexzr Special@Summer Carnival '93 ネクスザールスペシャル,nexzrspecial,Japan,1993-07-23,Kaneko Inter State,Naxat,#players:1 #genre:shmup>v #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Nishimura Kyōtarō Mystery: Hokutosei no Onna@西村京太郎 北斗星の女,Nishimura Kyōtarō: Hokutosei no Onna@西村京太郎ミステリー 北斗星の女,hokutoseinoonna,Japan,1990-02-23,Naxat,Naxat,#players:1 #genre:adventure #addon:peripheral>cdromrom #save:backup #search:keyword>endorsed #lang:ja
No・Ri・Ko,No・Ri・Ko,noriko,Japan,1988-12-04,Alfa System,Hudson,#players:1 #genre:adventure:sim>date:board>jankenpon #addon:peripheral>cdromrom #search:keyword>endorsed #lang:ja
Nobunaga no Yabō: Bushō Fūunroku@信長の野望 武将風雲録,Nobunaga no Yabō: Bushō Fūunroku@信長の野望 武将風雲録,nobunaganoyaboubushoufuuunroku,Japan,1993-02-27,Koei,Koei,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc88 #lang:ja
Nobunaga no Yabō: Zenkokuban@信長の野望 全・国・版,Nobunaga no Yabō: Zenkokuban@信長の野望 全・国・版,nobunaganoyabouzenkokuban,Japan,1993-12-11,Koei,Koei,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc88 #lang:ja
Ookami-teki Monshō: Crest of Wolf@狼的紋章 Crest of Wolf,Ookami-teki Monshō: Crest of Wolf@狼的紋章 Crest of Wolf,ookamitekimonshoucrestofwolf,Japan,1993-02-26,Hudson/T's Music/Red,Hudson,#players:1 #genre:brawler #addon:peripheral>cdromrom:expansion>supersystemcard #port:arcade #lang:ja
Orgel: Psychic Detective Series Vol 4,Orgel: Psychic Detective Series Vol.4@Orgel: Psychic Detective Series Vol.4 サイキック・ディテクティブ・シリーズ Vol.4 オルゴール,orgelpsychicdetectiveseriesvol4,Japan,1993-08-06,Data West,Data West,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:fmtowns #lang:ja
PC Engine Fan: Special CD-ROM² Vol. 1,PC Engine Fan: Special CD-ROM² Vol. 1,pcenginefanspecialcdrom1,Japan,1996,Tokuma Shoten,Tokuma Shoten,#players:1 #genre:action:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #multigame:compilation #lang:ja
Pachio-kun: Maboroshi no Densetsu@パチ夫くん幻の伝説,Pachio-kun: Maboroshi no Densetsu@パチ夫くん幻の伝説,pachiokunmaboroshinodensetsu,Japan,1991-04-19,Coconuts,Coconuts,#players:1 #genre:rpg:parlor>pachinko #addon:peripheral>cdromrom:controller>pachinko #save:backup #lang:ja
Pachio-kun: Maboroshi no Densetsu@パチ夫くん幻の伝説,Pachio-kun: Maboroshi no Densetsu@パチ夫くん幻の伝説,pachiokunmaboroshinodensetsu,Japan,,Coconuts,Coconuts,#players:1 #genre:rpg:parlor>pachinko #addon:peripheral>cdromrom:controller>pachinko #save:backup #lang:ja #rev:1
Pachio-kun: Warau Uchū@パチ夫くん笑う宇宙,Pachio-kun: Warau Uchū@パチ夫くん笑う宇宙,pachiokunwarauuchuu,Japan,1992-12-22,Coconuts/GX Media,Coconuts,#players:1 #genre:rpg:parlor>pachinko #addon:peripheral>cdromrom:expansion>supersystemcard:controller>pachinko #save:backup #lang:ja
Pachio-kun 3: PachiSlo & Pachinko@パチ夫くん3 パチスロ&パチンコ,Pachio-kun 3: PachiSlo & Pachinko@パチ夫くん3 パチスロ&パチンコ,pachiokun3pachisloandpachinko,Japan,1994-04-15,Coconuts/GX Media,Coconuts,#players:1 #genre:rpg:parlor>pachinko>jackpot #addon:peripheral>cdromrom:expansion>supersystemcard:controller>pachinko #save:backup #lang:ja
Palladion: Auto Crusher Palladium@パラディオン Auto Crusher Palladium,Palladion: Auto Crusher Palladium@パラディオン Auto Crusher Palladium,palladion,Japan,1994-02-25,Office Koukan,Pack-In-Video,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Pastel Lime@パステル Lime ライム,Pastel Lime@パステル Lime ライム,pastellime,Japan,1992-12-18,Naxat,Naxat,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Police Connection@ポリス・コネクション,Police Connection@ポリス・コネクション,policeconnection,Japan,1993-02-26,Telenet,Laser,#players:4:vs #genre:board #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #save:backup #lang:ja
Pomping World@Pomping World ポンピング・ワールド,Pomping World@Pomping World ポンピングワールド,pang,Japan,1991-05-31,Hudson,Hudson,#players:2:coop #genre:action #addon:peripheral>cdromrom:multitap>pce #lang:ja
Pop'n Magic@ぽっぷ’ｎ まじっく,Pop'n Magic@ぽっぷ’ｎ まじっく,popnmagic,Japan,1992-07-24,Telenet,Riot,#players:2:coop #genre:action>platformer #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #lang:ja
PopfulMail: Magical Fantasy Adventure@ぽっぷるメイル Magical Fantasy Adventure,PopfulMail: Magical Fantasy Adventure@ぽっぷるメイル PopfulMail: Magical Fantasy Adventure,popfulmail,Japan,1994-08-12,HuneX,NEC Home Electronics,#players:1 #genre:rpg>a:action #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard #save:backup #port:nec>pc88 #lang:ja
Populous: The Promised Lands,Populous: The Promised Lands,populousthepromisedlands,Japan,1991-10-25,Alfa System,Hudson,#players:1 #genre:sim>strategy>god #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:pc #lang:ja
Prince of Persia,Prince of Persia@Prince of Persia プリンス・オブ・ペルシャ,princeofpersia,Japan,1991-11-08,Riverhill/T's Music,Riverhill,#players:1 #genre:action #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:apple>apple2 #lang:en
Princess Maker 1@Princess Maker プリンセスメーカー1,Princess Maker 1@プリンセスメーカー1,princessmaker1,Japan,1995-01-03,Gainax/Micro Cabin,NEC Home Electronics,#players:1 #genre:sim>life>strategy #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Princess Maker 2,Princess Maker 2,princessmaker2,Japan,1995-06-16,Gainax/Micro Cabin,NEC Home Electronics,#players:1 #genre:sim>life>strategy #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard:controller>avenuepad6 #save:backup #lang:ja
Princess Minerva@プリンセス♥ミネルバ,Princess Minerva@プリンセス♥ミネルバ,princessminerva,Japan,1994-03-25,Red,Riverhill,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc98 #lang:ja
Private Eye Dol,Private Eye Dol@Private Eye Dol プライベート・アイ・ドル,privateeyedol,Japan,1995-08-11,HuneX,NEC Home Electronics,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard #save:backup #lang:ja
Project F,F1 Team Simulation: Project F@F1 チーム シュミレーション Project F,projectf,Japan,1992-09-04,Telenet,Laser,#players:1 #genre:sim:sports>formula1 #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Psychic Storm,Psychic Storm,psychicstorm,Japan,1992-03-19,Alfa System/Telenet,Laser,#players:2:coop #genre:shmup>v #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #lang:ja
Puyo Puyo CD@ぷよぷよCD,Puyo Puyo CD@ぷよぷよCD,puyopuyo,Japan,1994-04-22,Compile,NEC Avenue,#players:2:vs #genre:puzzle>drop #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #port:arcade #lang:ja
Puyo Puyo Tsū CD@ぷよぷよ通 CD,Puyo Puyo Tsū CD@ぷよぷよ通 CD,puyopuyo2,Japan,1996-03-29,Compile/LMS,NEC International,#players:2:vs #genre:puzzle>drop #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #port:arcade #lang:ja
Quiz Avenue,Quiz Avenue@Quiz Avenue クイズアベニュー,quizavenue,Japan,1991-02-15,NEC Avenue,NEC Avenue,#players:5:vs #genre:quiz #addon:peripheral>cdromrom:multitap>pce #lang:ja
Quiz Avenue 2,Quiz Avenue II@Quiz Avenue II クイズアベニューII,quizavenue2,Japan,1991-10-11,NEC Avenue,NEC Avenue,#players:5:vs #genre:quiz #addon:peripheral>cdromrom:multitap>pce #save:backup #lang:ja
Quiz Avenue III,Quiz Avenue III@Quiz Avenue III クイズアベニューIII,quizavenue3,Japan,1994-11-25,NEC Avenue,NEC Avenue,#players:5:vs #genre:quiz:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #save:backup #lang:ja
Quiz Caravan Cult Q@クイズキャラバン カルトQ,Quiz Caravan Cult Q@クイズキャラバン カルトQ,quizcaravancultq,Japan,1993-05-28,Hudson,Hudson,#players:5:vs #genre:quiz #addon:peripheral>cdromrom:multitap>pce #based #lang:ja
Quiz Marugoto the World@クイズ まるごとTheワールド,Quiz Marugoto the World@Quiz まるごとTheワールド,quizmarugototheworld,Japan,1991-04-05,A.I,Atlus,#players:5:vs #genre:quiz #addon:peripheral>cdromrom:multitap>pce #based #lang:ja
Quiz Marugoto the World@クイズ まるごとTheワールド,Quiz Marugoto the World@Quiz まるごとTheワールド,quizmarugototheworld,Japan,,A.I,Atlus,#players:5:vs #genre:quiz #addon:peripheral>cdromrom:multitap>pce #based #lang:ja #rev:1
Quiz Marugoto the World 2: Time Machine ni Onegai!@Quiz まるごとTheワールド2 タイムマシンにお願い!,Quiz Marugoto the World 2: Time Machine ni Onegai!@Quiz まるごとTheワールド2 タイムマシンにお願い!,quizmarugototheworld2tmno,Japan,1992-03-27,Atlus,Atlus,#players:5:vs #genre:quiz #addon:peripheral>cdromrom:multitap>pce #based #lang:ja
Quiz Tonosama no Yabō@クイズ殿様の野望,Quiz Tonosama no Yabō@クイズ殿様の野望,quiztonosamanoyabou,Japan,1992-10-10,Hudson,Hudson,#players:2:vs #genre:quiz #addon:peripheral>cdromrom:multitap>pce #port:arcade #lang:ja
Quiz de Gakuensai@クイズde学園祭,Quiz de Gakuensai@クイズde学園祭,quizdegakuensai,Japan,1993-11-26,Naxat/Fix/Aoni,Naxat,#players:1 #genre:quiz #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Quiz no Hoshi@クイズの星,Quiz no Hoshi: Star of Quiz@クイズの星 Star of Quiz,quiznohoshi,Japan,1992-08-10,Sunsoft,Sunsoft,#players:5:vs #genre:quiz:adventure #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #lang:ja
R-Type Complete CD,R-Type Complete CD,rtype,Japan,1991-12-20,Irem,Irem,#players:1 #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard #port:arcade #lang:ja
Rainbow Islands: The Story of Bubble Bobble 2,Rainbow Islands,raibowislands,Japan,1993-06-30,Bits Laboratory,NEC Avenue,#players:1 #genre:action>platformer #addon:peripheral>cdromrom:multitap>pce #port:arcade #lang:ja
Rally Championship,Rally Championship@Rally Championship チャンピオンシップ★ラリー,rallychampionship,Japan,1993-08-06,P's Psytec/Studio Tornad Cat/Fill in Café,Intec,#players:1 #genre:racing:sports>rally #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Ranma ½@らんま½ Ranma Nibunnoichi,Ranma ½@らんま½ Ranma Nibunnoichi,ranmanibunnoichi,Japan,1990-12-07,NCS,Masaya,#players:2:vs #genre:action>hackandslash:fighting #addon:peripheral>cdromrom #based:manganime #lang:ja
Ranma ½: Datō‚ Ganso Musabetsu Kakutō-ryū!@らんま½ Ranma Nibunnoichi 打倒、元祖無差別格闘流!,Ranma ½: Datō‚ Ganso Musabetsu Kakutō-ryū!@らんま½ Ranma Nibunnoichi 打倒、元祖無差別格闘流!,ranmanibunnoichidgmkr,Japan,1992-10-02,NCS/Klon,Masaya,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:expansion>supersystemcard #based:manganime #lang:ja
Ranma ½: Toraware no Hanayome@らんま½ Ranma Nibunnoichi とらわれの花嫁,Ranma ½: Toraware no Hanayome@らんま½ Ranma Nibunnoichi とらわれの花嫁,ranmanibunnoichitnh,Japan,1991-12-06,NCS/Tenky,Masaya,#players:1 #genre:adventure #addon:peripheral>cdromrom #save:backup #based:manganime #lang:ja
Rayxanber II,Rayxanber II,rayxanber2,Japan,1991-06-07,Data West,Data West,#players:1 #genre:shmup>h #addon:peripheral>cdromrom #lang:en
Rayxanber III,Rayxanber III,rayxanber3,Japan,1992-06-26,Data West,Data West,#players:1 #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard #lang:en
Record of Lodoss War,Lodoss-tō Senki: Record of Lodoss War@ロードス島戦記 Record of Lodoss War,lodosstousenki,Japan,1992-07-17,Kogado/Group SNE/Humming Bird,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom #save:backup #based:manganime #lang:ja
Record of Lodoss War II,Lodoss-tō Senki II: Record of Lodoss War@ロードス島戦記II Record of Lodoss War,lodosstousenki2,Japan,1994-12-16,Group SNE/Humming Bird,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based:manganime #lang:ja
Red Alert,Red Alert@Red Alert レッドアラート,redalert,Japan,1989-12-28,Telenet,Laser,#players:1 #genre:action>runandgun:shmup #addon:peripheral>cdromrom #lang:ja
